"word","gloss","language","dialect","form"
"everything"," all the things"," Hungarian",""," {{t+|hu|minden}"
"everything"," all the things"," Hungarian",""," {{t+|hu|mind}} {{q|when it is about a previously mentioned group}}"
"anything_pronoun"," =any thing of any kind"," Hungarian",""," {{t+|hu|akármi}"
"anything_pronoun"," =any thing of any kind"," Hungarian",""," {{t+|hu|bármi}}"
"whatever_determiner"," "," Hungarian",""," {{t+|hu|bármilyen}"
"whatever_determiner"," "," Hungarian",""," {{t+|hu|akármilyen}"
"whatever_determiner"," "," Hungarian",""," {{t+|hu|bármely}}{{trans-mid}}"
"anywhere"," in or at any location"," Hungarian",""," {{t+|hu|bárhol}"
"anywhere"," in or at any location"," Hungarian",""," {{t+|hu|akárhol}}"
"anywhere"," to any location"," Hungarian",""," {{t+|hu|bárhova}"
"anywhere"," to any location"," Hungarian",""," {{t+|hu|akárhova}}{{trans-mid}}"
"everywhere"," at all places"," Hungarian",""," {{t+|hu|mindenütt}"
"everywhere"," at all places"," Hungarian",""," {{t+|hu|mindenhol}}"
"and"," used to connect two similar words` phrases` et cetera"," Hunsrik",""," {{t|hrx|un}}"
"and"," used to connect two similar words` phrases` et cetera"," Iban",""," {{t|iba|enggau}}"
"and"," used to connect two similar words` phrases` et cetera"," Icelandic",""," {{t+|is|og}}"
"and"," used at the end of a list to indicate the last item"," Icelandic",""," {{t+|is|og}}"
"also"," in addition; besides; as well; further; too"," Icelandic",""," {{t+|is|líka}"
"also"," in addition; besides; as well; further; too"," Icelandic",""," {{t+|is|einnig}}"
"every"," all of a countable group"," Icelandic",""," {{t+|is|sérhver}"
"every"," all of a countable group"," Icelandic",""," {{t+|is|hver}}"
"all_determiner"," every individual of the given class"," Icelandic",""," {{t+|is|allur|m}}"
"everything"," all the things"," Icelandic",""," {{t+|is|allt}}{{trans-mid}}"
"everywhere"," at all places"," Icelandic",""," {{t+|is|alls staðar}"
"everywhere"," at all places"," Icelandic",""," {{t|is|allstaðar}"
"everywhere"," at all places"," Icelandic",""," {{t|is|út um allt}"
"everywhere"," at all places"," Icelandic",""," {{t+|is|hvarvetna}"
"everywhere"," at all places"," Icelandic",""," {{t|is|á hverju strái}}"
"and"," used to connect two similar words` phrases` et cetera"," Ido",""," {{t+|io|e}"
"and"," used to connect two similar words` phrases` et cetera"," Ido",""," {{t+|io|ed}}"
"also"," in addition; besides; as well; further; too"," Ido",""," {{t+|io|anke}}"
"every"," all of a countable group"," Ido",""," {{t+|io|omna}}"
"all_determiner"," every individual of the given class"," Ido",""," {{t+|io|omnu}"
"all_determiner"," every individual of the given class"," Ido",""," {{t+|io|omna}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Ido",""," {{t+|io|tota}}"
"each_determiner"," every"," Ido",""," {{t+|io|singla}}"
"everybody"," all people"," Ido",""," {{t+|io|omni}}"
"everyone"," every person"," Ido",""," {{t+|io|omnu}}"
"everything"," all the things"," Ido",""," {{t+|io|omno}}"
"anything_pronoun"," =any thing of any kind"," Ido",""," {{t+|io|irgo}}"
"anywhere"," in or at any location"," Ido",""," {{t+|io|irgaloke}"
"anywhere"," in or at any location"," Ido",""," {{t+|io|irgube}}"
"everywhere"," at all places"," Ido",""," {{t+|io|omnaloke}}"
"and"," used to connect two similar words` phrases` et cetera"," Igbo",""," {{t|ig|na}
and, used to connect two similar words` phrases` et cetera, Igbo, , {{t-check|ig|n'}} {{q|if the next word is a vowel` especially ""a""}}"
"and"," used to connect two similar words` phrases` et cetera"," Ilocano",""," {{t|ilo|ken}"
"and"," used to connect two similar words` phrases` et cetera"," Ilocano",""," {{t|ilo|ket}}"
"and"," used to connect two similar words` phrases` et cetera"," Inari Sami",""," {{t|smn|já}}"
"and"," used to connect two similar words` phrases` et cetera"," Indonesian",""," {{t+|id|dan}}"
"also"," in addition; besides; as well; further; too"," Indonesian",""," {{t+|id|juga}"
"also"," in addition; besides; as well; further; too"," Indonesian",""," {{t+|id|pula}}"
"every"," all of a countable group"," Indonesian",""," {{t+|id|setiap}}"
"all_determiner"," every individual of the given class"," Indonesian",""," {{t+|id|semua}}"
"all_determiner"," "," Indonesian",""," {{t+check|id|segala}"
"all_determiner"," "," Indonesian",""," {{t+check|id|segenap}"
"all_determiner"," "," Indonesian",""," {{t+check|id|seluruh}"
"all_determiner"," "," Indonesian",""," {{t+check|id|semua}}"
"each_determiner"," every"," Indonesian",""," {{t+|id|setiap}}"
"whoever"," any person or persons that"," Indonesian",""," {{t+|id|siapa pun}}"
"everything"," all the things"," Indonesian",""," {{t|id|segala sesuatu}"
"everything"," all the things"," Indonesian",""," {{t+|id|semuanya}}"
"and"," used to connect two similar words` phrases` et cetera"," Ingush",""," {{t|inh|а}}"
"every"," all of a countable group"," Ingush",""," {{t|inh|дерриг}}"
"and"," used to connect two similar words` phrases` et cetera"," Interlingua",""," {{t+|ia|e}"
"and"," used to connect two similar words` phrases` et cetera"," Interlingua",""," {{qualifier|rarely}} {{t+|ia|et}}"
"and"," used at the end of a list to indicate the last item"," Interlingua",""," {{t+|ia|e}"
"and"," used at the end of a list to indicate the last item"," Interlingua",""," {{qualifier|rarely}} {{t+|ia|et}}"
"also"," in addition; besides; as well; further; too"," Interlingua",""," {{t|ia|anque}"
"also"," in addition; besides; as well; further; too"," Interlingua",""," {{t|ia|etiam}"
"also"," in addition; besides; as well; further; too"," Interlingua",""," {{t|ia|tamben}}"
"every"," all of a countable group"," Interlingua",""," {{t|ia|cata}}"
"all_determiner"," every individual of the given class"," Interlingua",""," {{t|ia|omne}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Interlingua",""," {{t+|ia|tote}}"
"all_determiner"," "," Interlingua",""," {{t+check|ia|tote}"
"all_determiner"," "," Interlingua",""," {{t-check|ia|omne}}"
"each_determiner"," every"," Interlingua",""," {{t|ia|cata}}"
"everybody"," all people"," Interlingua",""," {{t|ia|totos|p}"
"everybody"," all people"," Interlingua",""," {{t|ia|tote le mundo}"
"everybody"," all people"," Interlingua",""," {{t|ia|omnes|p}}"
"everyone"," every person"," Interlingua",""," {{t|ia|totos|p}"
"everyone"," every person"," Interlingua",""," {{t|ia|tote le mundo}"
"everyone"," every person"," Interlingua",""," {{t|ia|omnes|p}}"
"everything"," all the things"," Interlingua",""," {{t|ia|omne}"
"everything"," all the things"," Interlingua",""," {{t|ia|toto}}"
"whatever_determiner"," "," Interlingua",""," {{t-check|ia|qualcunque}}{{trans-mid}}"
"everywhere"," at all places"," Interlingua",""," {{t|ia|ubique}}"
"and"," used to connect two similar words` phrases` et cetera"," Irish",""," {{t+|ga|agus}"
"and"," used to connect two similar words` phrases` et cetera"," Irish",""," {{t+|ga|is}}"
"and"," used at the end of a list to indicate the last item"," Irish",""," {{t+|ga|agus}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Irish",""," {{t+|ga|agus}}"
"and"," used to show causation"," Irish",""," {{t+|ga|agus}}"
"also"," in addition; besides; as well; further; too"," Irish",""," {{t|ga|freisin}"
"also"," in addition; besides; as well; further; too"," Irish",""," {{t|ga|chomh maith}"
"also"," in addition; besides; as well; further; too"," Irish",""," {{t+|ga|fosta}"
"also"," in addition; besides; as well; further; too"," Irish",""," {{t|ga|leis}}"
"every"," all of a countable group"," Irish",""," {{t|ga|gach}"
"every"," all of a countable group"," Irish",""," {{t|ga|gach uile}}"
"all_determiner"," every individual of the given class"," Irish",""," {{t|ga|uile}}"
"all_adverb"," intensifier"," Irish",""," {{t|ga|ar fad}"
"all_adverb"," intensifier"," Irish",""," {{t|ga|go léir}}"
"each_determiner"," every"," Irish",""," {{t|ga|gach}"
"each_determiner"," every"," Irish",""," {{t|ga|gach uile}}"
"everyone"," every person"," Irish",""," {{t|ga|gach duine|m}"
"everyone"," every person"," Irish",""," {{t|ga|gach aon duine|m}}"
"whoever"," any person or persons that"," Irish",""," {{t|ga|cibé}"
"whoever"," any person or persons that"," Irish",""," {{t|ga|pé}}"
"everything"," all the things"," Irish",""," {{t|ga|gach rud}}"
"anything_pronoun"," =any thing of any kind"," Irish",""," {{t|ga|aon rud}}"
"whatever_determiner"," for any ... that"," Irish",""," {{t|ga|cibé}"
"whatever_determiner"," for any ... that"," Irish",""," {{t|ga|pé}}"
"everywhere"," at all places"," Irish",""," {{t-check|ga|[[i]] [[gach|ngach]] [[áit]]}} &lt;!-- was ""[[i]] [[gach|ngach]] [[áit]]"" - assumed sum-of-parts; if an idiom` remove the wikilinks to the individual words. see [[User:Kephir/gadgets/xte#Translation_fixing]] -->"
"all_determiner"," every individual of the given class"," Irish"," Old Irish"," {{t|sga|uile}}"
"also"," in addition; besides; as well; further; too"," Istriot",""," {{t|ist|anca}}"
"all_determiner"," every individual of the given class"," Istriot",""," {{t|ist|doûto}}"
"everything"," all the things"," Istriot",""," {{t|ist|doûto}}"
"also"," in addition; besides; as well; further; too"," Istro-Romanian",""," {{t|ruo|anke}}"
"and"," used to connect two similar words` phrases` et cetera"," Italian",""," {{t+|it|e}
and, used to connect two similar words` phrases` et cetera, Italian, , {{t+|it|ed}} {{qualifier|before a vowel` especially ""e""}}"
"and"," used at the end of a list to indicate the last item"," Italian",""," {{t+|it|e}"
"and"," used at the end of a list to indicate the last item"," Italian",""," {{t+|it|ed}} {{q|before a vowel for euphony}}"
"also"," in addition; besides; as well; further; too"," Italian",""," {{t+|it|anche}"
"also"," in addition; besides; as well; further; too"," Italian",""," {{t+|it|inoltre}"
"also"," in addition; besides; as well; further; too"," Italian",""," {{t|it|in aggiunta}"
"also"," in addition; besides; as well; further; too"," Italian",""," {{t+|it|altresì}}"
"every"," all of a countable group"," Italian",""," {{t+|it|ogni}}"
"all_determiner"," every individual of the given class"," Italian",""," {{t+|it|tutto|m}"
"all_determiner"," every individual of the given class"," Italian",""," {{t+|it|tutta|f}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Italian",""," {{t+|it|tutto|m|alt=tutto il/lo}"
"all_determiner"," throughout the whole of (a stated period of time)"," Italian",""," {{t+|it|tutta|f|alt=tutta la}}"
"all_adverb"," intensifier"," Italian",""," {{t+|it|tutto}}"
"each_determiner"," every"," Italian",""," {{t+|it|ogni}} {{qualifier|adjective}"
"each_determiner"," every"," Italian",""," {{t+|it|ognuno}} {{qualifier|pronoun}"
"each_determiner"," every"," Italian",""," {{t+|it|ciascuno}} {{qualifier|pronoun}}"
"everybody"," all people"," Italian",""," {{t+|it|tutti}"
"everybody"," all people"," Italian",""," {{t+|it|ciascuno}}"
"everyone"," every person"," Italian",""," {{t+|it|ciascuno}"
"everyone"," every person"," Italian",""," {{t+|it|tutti|m-p}}"
"anybody"," (''colloquial'') a person of consideration or standing"," Italian",""," {{t+|it|qualcuno}}"
"whoever"," any person or persons that"," Italian",""," {{t+|it|chiunque}}"
"everything"," all the things"," Italian",""," {{t+|it|tutto}}"
"anything_pronoun"," =any thing of any kind"," Italian",""," {{t|it|qualunque cosa}"
"anything_pronoun"," =any thing of any kind"," Italian",""," {{t|it|qualsiasi cosa}"
"anything_pronoun"," =any thing of any kind"," Italian",""," {{t+|it|niente}}"
"whatever_determiner"," for any ... that"," Italian",""," {{t+|it|qualunque}"
"whatever_determiner"," for any ... that"," Italian",""," {{t+|it|qualsiasi}"
"whatever_determiner"," for any ... that"," Italian",""," {{t+|it|qualsivoglia}"
"whatever_determiner"," for any ... that"," Italian",""," {{t|it|come vuoi}"
"whatever_determiner"," for any ... that"," Italian",""," {{t+|it|checché}}"
"whatever_determiner"," "," Italian",""," {{t|it|qualsiasi cosa}}"
"wherever_conjunction"," in any place` anywhere"," Italian",""," {{t+|it|dovunque}} {{qualifier|followed by the subjunctive}}"
"wherever_conjunction"," in all places` everywhere"," Italian",""," {{t+|it|ovunque}} ''followed by the subjunctive''` {{t+|it|dappertutto}}"
"anywhere"," in or at any location"," Italian",""," {{t+|it|ovunque}"
"anywhere"," in or at any location"," Italian",""," {{t+|it|dappertutto}}"
"anywhere"," "," Italian",""," {{t+check|it|dovunque}}"
"everywhere"," at all places"," Italian",""," {{t+|it|ovunque}"
"everywhere"," at all places"," Italian",""," {{t+|it|dappertutto}}{{trans-mid}}"
"all_determiner"," every individual of the given class"," Ivatan",""," {{t|ivv|atavo}}"
"and"," used to connect two similar words` phrases` et cetera"," Japanese",""," {{t+|ja|と|tr=to}"
"and"," used to connect two similar words` phrases` et cetera"," Japanese",""," {{t+|ja|かつ|tr=katsu}"
"and"," used to connect two similar words` phrases` et cetera"," Japanese",""," {{t+|ja|とか|tr=toka}"
"and"," used to connect two similar words` phrases` et cetera"," Japanese",""," {{t+|ja|や|tr=ya}"
"and"," used to connect two similar words` phrases` et cetera"," Japanese",""," {{t+|ja|そして|tr=soshite}"
"and"," used to connect two similar words` phrases` et cetera"," Japanese",""," {{t+|ja|及|tr=}"
"and"," used to connect two similar words` phrases` et cetera"," Japanese",""," {{t+|ja|及び|tr=および` oyobi}}"
"and"," used at the end of a list to indicate the last item"," Japanese",""," {{t|ja|然して|tr=[[そして]]` soshite}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Japanese",""," {{t|ja|して|tr=shite}"
"and"," used to string together sentences or sentence fragments in chronological order"," Japanese",""," {{t+|ja|て|tr=te}}{{trans-mid}}"
"and"," used to show causation"," Japanese",""," {{t+|ja|と|tr=to}}{{trans-mid}}"
"also"," in addition; besides; as well; further; too"," Japanese",""," {{t+|ja|も|tr=mo}"
"also"," in addition; besides; as well; further; too"," Japanese",""," {{t+|ja|また|tr=mata}"
"also"," in addition; besides; as well; further; too"," Japanese",""," {{t+|ja|さらに|tr=sara ni}"
"also"," in addition; besides; as well; further; too"," Japanese",""," {{t|ja|にも|tr=ni mo}}"
"every"," all of a countable group"," Japanese",""," {{t|ja|凡ゆる|tr=[[あらゆる]]` arayuru}"
"every"," all of a countable group"," Japanese",""," {{t+|ja|全て|alt=全ての|tr=[[すべて]]の` subete-no}"
"every"," all of a countable group"," Japanese",""," {{t|ja|其々|tr=[[それぞれ]]` sorezore}"
"every"," all of a countable group"," Japanese",""," {{t+|ja|各々|tr=[[おのおの]]` onoono}"
"every"," all of a countable group"," Japanese",""," {{t+|ja|毎|alt=…毎に|tr=…goto-ni}"
"every"," all of a countable group"," Japanese",""," {{qualifier|prefix}} {{t+|ja|毎|tr=まい-` mai-}"
"every"," all of a countable group"," Japanese",""," {{t+|ja|各|tr=かく` kaku}}"
"all_determiner"," every individual of the given class"," Japanese",""," {{t+|ja|全て|tr=すべて` subete|sc=Jpan}"
"all_determiner"," every individual of the given class"," Japanese",""," {{t+|ja|あらゆる|tr=arayuru|sc=Jpan}"
"all_determiner"," every individual of the given class"," Japanese",""," {{t+|ja|全体|tr=ぜんたい` zentai|sc=Jpan}"
"all_determiner"," every individual of the given class"," Japanese",""," {{qualifier|prefix}} {{t+|ja|全|tr=ぜん` zen-|alt=全...|sc=Jpan}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Japanese",""," {{t+|ja|ずっと|tr=zutto}}"
