Rank,1-2-3,N,%,2-3-4,N,%,3-4-5,N,%
1904, kaz,1,(0.01119), nuc,1,(0.01119), xic,1,(0.01119)
1905, kba,1,(0.01119), nuf,1,(0.01119), xil,1,(0.01119)
1906, kec,1,(0.01119), nug,1,(0.01119), xim,1,(0.01119)
1907, ked,1,(0.01119), nva,1,(0.01119), xly,1,(0.01119)
1908, kef,1,(0.01119), nvi,1,(0.01119), xmo,1,(0.01119)
1909, kei,1,(0.01119), nwi,1,(0.01119), xol,1,(0.01119)
1910, kep,1,(0.01119), nwo,1,(0.01119), xom,1,(0.01119)
1911, kex,1,(0.01119), nye,1,(0.01119), xon,1,(0.01119)
1912, key,1,(0.01119), nyo,1,(0.01119), xte,1,(0.01119)
1913, kho,1,(0.01119), nzi,1,(0.01119), xth,1,(0.01119)
1914, kia,1,(0.01119), nzy,1,(0.01119), xto,1,(0.01119)
1915, kik,1,(0.01119), oaf,1,(0.01119), xty,1,(0.01119)
1916, kio,1,(0.01119), oag,1,(0.01119), xup,1,(0.01119)
1917, kiv,1,(0.01119), oak,1,(0.01119), xyl,1,(0.01119)
1918, kiw,1,(0.01119), oav,1,(0.01119), yad,1,(0.01119)
1919, kob,1,(0.01119), oce,1,(0.01119), yah,1,(0.01119)
1920, koe,1,(0.01119), ocl,1,(0.01119), yak,1,(0.01119)
1921, koh,1,(0.01119), odh,1,(0.01119), yan,1,(0.01119)
1922, koi,1,(0.01119), odk,1,(0.01119), yar,1,(0.01119)
1923, koj,1,(0.01119), oed,1,(0.01119), ybe,1,(0.01119)
1924, kom,1,(0.01119), oeh,1,(0.01119), yby,1,(0.01119)
1925, kon,1,(0.01119), oem,1,(0.01119), ych,1,(0.01119)
1926, kri,1,(0.01119), oey,1,(0.01119), yde,1,(0.01119)
1927, kru,1,(0.01119), ofe,1,(0.01119), yds,1,(0.01119)
1928, kuf,1,(0.01119), ogh,1,(0.01119), yee,1,(0.01119)
1929, kug,1,(0.01119), ogl,1,(0.01119), yen,1,(0.01119)
1930, kuk,1,(0.01119), ogm,1,(0.01119), yid,1,(0.01119)
1931, kul,1,(0.01119), ohl,1,(0.01119), yim,1,(0.01119)
1932, kum,1,(0.01119), ohu,1,(0.01119), yli,1,(0.01119)
1933, kus,1,(0.01119), oif,1,(0.01119), ymi,1,(0.01119)
1934, kva,1,(0.01119), oig,1,(0.01119), yot,1,(0.01119)
1935, kve,1,(0.01119), oja,1,(0.01119), yph,1,(0.01119)
1936, kyl,1,(0.01119), oji,1,(0.01119), ypt,1,(0.01119)
1937, kyr,1,(0.01119), oka,1,(0.01119), ypu,1,(0.01119)
1938, laa,1,(0.01119), okk,1,(0.01119), ysm,1,(0.01119)
1939, lae,1,(0.01119), oko,1,(0.01119), yss,1,(0.01119)
1940, lah,1,(0.01119), oku,1,(0.01119), yte,1,(0.01119)
1941, lal,1,(0.01119), olb,1,(0.01119), yup,1,(0.01119)
1942, leb,1,(0.01119), olz,1,(0.01119), yuz,1,(0.01119)
1943, leo,1,(0.01119), omf,1,(0.01119), zam,1,(0.01119)
1944, leu,1,(0.01119), omt,1,(0.01119), zan,1,(0.01119)
1945, lew,1,(0.01119), omu,1,(0.01119), zey,1,(0.01119)
1946, lez,1,(0.01119), omy,1,(0.01119), zie,1,(0.01119)
1947, lio,1,(0.01119), onl,1,(0.01119), zim,1,(0.01119)
1948, loe,1,(0.01119), ony,1,(0.01119), zin,1,(0.01119)
1949, loy,1,(0.01119), oog,1,(0.01119), zip,1,(0.01119)
1950, lua,1,(0.01119), ooh,1,(0.01119), zir,1,(0.01119)
1951, lux,1,(0.01119), oov,1,(0.01119), zis,1,(0.01119)
1952, lwe,1,(0.01119), opj,1,(0.01119), zit,1,(0.01119)
1953, lyi,1,(0.01119), opr,1,(0.01119), zmo,1,(0.01119)
1954, lym,1,(0.01119), orl,1,(0.01119), zym,1,(0.01119)
1955, lyn,1,(0.01119), osh,1,(0.01119), zze,1,(0.01119)
1956, maa,1,(0.01119), osu,1,(0.01119), zzo,1,(0.01119)
1957, mab,1,(0.01119), ots,1,(0.01119),,,
1958, mah,1,(0.01119), oua,1,(0.01119),,,
1959, maj,1,(0.01119), oub,1,(0.01119),,,
1960, map,1,(0.01119), oud,1,(0.01119),,,
1961, maq,1,(0.01119), oyi,1,(0.01119),,,
1962, maw,1,(0.01119), oyp,1,(0.01119),,,
1963, mbi,1,(0.01119), oyu,1,(0.01119),,,
1964, mec,1,(0.01119), pak,1,(0.01119),,,
1965, mei,1,(0.01119), pam,1,(0.01119),,,
1966, mie,1,(0.01119), pas,1,(0.01119),,,
1967, miz,1,(0.01119), paw,1,(0.01119),,,
1968, moj,1,(0.01119), pay,1,(0.01119),,,
1969, mok,1,(0.01119), paz,1,(0.01119),,,
1970, moz,1,(0.01119), pbo,1,(0.01119),,,
1971, muh,1,(0.01119), pby,1,(0.01119),,,
1972, muj,1,(0.01119), pdo,1,(0.01119),,,
1973, muo,1,(0.01119), pdr,1,(0.01119),,,
1974, muz,1,(0.01119), pew,1,(0.01119),,,
1975, myl,1,(0.01119), pia,1,(0.01119),,,
1976, myr,1,(0.01119), pif,1,(0.01119),,,
1977, mys,1,(0.01119), pis,1,(0.01119),,,
1978, naa,1,(0.01119), piu,1,(0.01119),,,
1979, nae,1,(0.01119), piv,1,(0.01119),,,
1980, naf,1,(0.01119), pne,1,(0.01119),,,
1981, nag,1,(0.01119), poc,1,(0.01119),,,
1982, naw,1,(0.01119), poi,1,(0.01119),,,
1983, naz,1,(0.01119), pok,1,(0.01119),,,
1984, nec,1,(0.01119), pot,1,(0.01119),,,
1985, ned,1,(0.01119), pou,1,(0.01119),,,
1986, neg,1,(0.01119), pox,1,(0.01119),,,
1987, nel,1,(0.01119), ppa,1,(0.01119),,,
1988, nem,1,(0.01119), pro,1,(0.01119),,,
1989, nen,1,(0.01119), pti,1,(0.01119),,,
1990, neo,1,(0.01119), ptl,1,(0.01119),,,
1991, nes,1,(0.01119), pud,1,(0.01119),,,
1992, nex,1,(0.01119), pun,1,(0.01119),,,
1993, ngw,1,(0.01119), put,1,(0.01119),,,
1994, nif,1,(0.01119), que,1,(0.01119),,,
1995, nih,1,(0.01119), rah,1,(0.01119),,,
1996, nil,1,(0.01119), ral,1,(0.01119),,,
1997, nim,1,(0.01119), rao,1,(0.01119),,,
1998, niv,1,(0.01119), rax,1,(0.01119),,,
1999, niz,1,(0.01119), rba,1,(0.01119),,,
2000, noc,1,(0.01119), rbe,1,(0.01119),,,
2001, noe,1,(0.01119), rbo,1,(0.01119),,,
2002, nog,1,(0.01119), rca,1,(0.01119),,,
2003, noh,1,(0.01119), rce,1,(0.01119),,,
2004, nol,1,(0.01119), rci,1,(0.01119),,,
2005, nop,1,(0.01119), rcu,1,(0.01119),,,
2006, nou,1,(0.01119), reb,1,(0.01119),,,
2007, nuc,1,(0.01119), reo,1,(0.01119),,,
2008, nul,1,(0.01119), rer,1,(0.01119),,,
2009, nya,1,(0.01119), rev,1,(0.01119),,,
2010, nyl,1,(0.01119), rex,1,(0.01119),,,
2011, nym,1,(0.01119), rgl,1,(0.01119),,,
2012, oar,1,(0.01119), rha,1,(0.01119),,,
2013, oav,1,(0.01119), rik,1,(0.01119),,,
2014, obj,1,(0.01119), rke,1,(0.01119),,,
2015, occ,1,(0.01119), rmo,1,(0.01119),,,
2016, oce,1,(0.01119), rne,1,(0.01119),,,
2017, ock,1,(0.01119), rni,1,(0.01119),,,
2018, ocr,1,(0.01119), rob,1,(0.01119),,,
2019, ocu,1,(0.01119), rox,1,(0.01119),,,
2020, oda,1,(0.01119), roy,1,(0.01119),,,
2021, ofa,1,(0.01119), rpi,1,(0.01119),,,
2022, oga,1,(0.01119), rre,1,(0.01119),,,
2023, oge,1,(0.01119), rsa,1,(0.01119),,,
2024, ogh,1,(0.01119), rso,1,(0.01119),,,
2025, ogi,1,(0.01119), rta,1,(0.01119),,,
2026, ogr,1,(0.01119), rte,1,(0.01119),,,
2027, ohm,1,(0.01119), rth,1,(0.01119),,,
2028, oid,1,(0.01119), rts,1,(0.01119),,,
2029, oin,1,(0.01119), ruf,1,(0.01119),,,
2030, oke,1,(0.01119), ruo,1,(0.01119),,,
2031, okr,1,(0.01119), rur,1,(0.01119),,,
2032, oll,1,(0.01119), rva,1,(0.01119),,,
2033, olo,1,(0.01119), rvi,1,(0.01119),,,
2034, oma,1,(0.01119), rvo,1,(0.01119),,,
2035, omi,1,(0.01119), rwt,1,(0.01119),,,
2036, onc,1,(0.01119), rya,1,(0.01119),,,
2037, one,1,(0.01119), rym,1,(0.01119),,,
2038, onl,1,(0.01119), ryp,1,(0.01119),,,
2039, ons,1,(0.01119), rys,1,(0.01119),,,
2040, ont,1,(0.01119), rzo,1,(0.01119),,,
2041, ooh,1,(0.01119), sag,1,(0.01119),,,
2042, oom,1,(0.01119), sal,1,(0.01119),,,
2043, oor,1,(0.01119), san,1,(0.01119),,,
2044, oot,1,(0.01119), sar,1,(0.01119),,,
2045, ops,1,(0.01119), sba,1,(0.01119),,,
2046, ore,1,(0.01119), sca,1,(0.01119),,,
2047, orm,1,(0.01119), scu,1,(0.01119),,,
2048, orn,1,(0.01119), sdi,1,(0.01119),,,
2049, orp,1,(0.01119), ser,1,(0.01119),,,
2050, orr,1,(0.01119), seu,1,(0.01119),,,
2051, ort,1,(0.01119), sha,1,(0.01119),,,
2052, orz,1,(0.01119), sid,1,(0.01119),,,
2053, osi,1,(0.01119), sie,1,(0.01119),,,
2054, oss,1,(0.01119), sin,1,(0.01119),,,
2055, ost,1,(0.01119), ska,1,(0.01119),,,
2056, oth,1,(0.01119), smi,1,(0.01119),,,
2057, oug,1,(0.01119), smo,1,(0.01119),,,
2058, oun,1,(0.01119), squ,1,(0.01119),,,
2059, our,1,(0.01119), ssi,1,(0.01119),,,
2060, ovi,1,(0.01119), ssu,1,(0.01119),,,
2061, ovu,1,(0.01119), stl,1,(0.01119),,,
2062, owi,1,(0.01119), sto,1,(0.01119),,,
2063, owl,1,(0.01119), sua,1,(0.01119),,,
2064, ows,1,(0.01119), sub,1,(0.01119),,,
2065, oxb,1,(0.01119), syc,1,(0.01119),,,
2066, oxe,1,(0.01119), syl,1,(0.01119),,,
2067, oxl,1,(0.01119), tab,1,(0.01119),,,
2068, oxt,1,(0.01119), tac,1,(0.01119),,,
2069, oye,1,(0.01119), tad,1,(0.01119),,,
2070, ozo,1,(0.01119), taf,1,(0.01119),,,
2071, pam,1,(0.01119), tak,1,(0.01119),,,
2072, pau,1,(0.01119), tam,1,(0.01119),,,
2073, pax,1,(0.01119), tas,1,(0.01119),,,
2074, phi,1,(0.01119), tav,1,(0.01119),,,
2075, phl,1,(0.01119), tax,1,(0.01119),,,
2076, php,1,(0.01119), tay,1,(0.01119),,,
2077, phu,1,(0.01119), tch,1,(0.01119),,,
2078, pib,1,(0.01119), tei,1,(0.01119),,,
2079, pii,1,(0.01119), tep,1,(0.01119),,,
2080, piq,1,(0.01119), tet,1,(0.01119),,,
2081, piv,1,(0.01119), thi,1,(0.01119),,,
2082, piz,1,(0.01119), tho,1,(0.01119),,,
2083, ply,1,(0.01119), thy,1,(0.01119),,,
2084, poa,1,(0.01119), tif,1,(0.01119),,,
2085, pob,1,(0.01119), tip,1,(0.01119),,,
2086, pog,1,(0.01119), tla,1,(0.01119),,,
2087, pow,1,(0.01119), tna,1,(0.01119),,,
2088, poy,1,(0.01119), tob,1,(0.01119),,,
2089, pry,1,(0.01119), toc,1,(0.01119),,,
2090, psa,1,(0.01119), tog,1,(0.01119),,,
2091, pse,1,(0.01119), toi,1,(0.01119),,,
2092, psh,1,(0.01119), tok,1,(0.01119),,,
2093, psy,1,(0.01119), tos,1,(0.01119),,,
2094, pug,1,(0.01119), tov,1,(0.01119),,,
2095, pyg,1,(0.01119), tti,1,(0.01119),,,
2096, pyi,1,(0.01119), tto,1,(0.01119),,,
2097, pyl,1,(0.01119), tub,1,(0.01119),,,
2098, pyo,1,(0.01119), tuc,1,(0.01119),,,
2099, qad,1,(0.01119), tuf,1,(0.01119),,,
2100, qai,1,(0.01119), tui,1,(0.01119),,,
2101, qan,1,(0.01119), tul,1,(0.01119),,,
2102, qop,1,(0.01119), tur,1,(0.01119),,,
2103, qub,1,(0.01119), twe,1,(0.01119),,,
2104, qur,1,(0.01119), uaf,1,(0.01119),,,
2105, rej,1,(0.01119), uag,1,(0.01119),,,
2106, rek,1,(0.01119), uat,1,(0.01119),,,
2107, reo,1,(0.01119), uau,1,(0.01119),,,
2108, reu,1,(0.01119), uay,1,(0.01119),,,
2109, rex,1,(0.01119), ubl,1,(0.01119),,,
2110, rhi,1,(0.01119), ubs,1,(0.01119),,,
2111, rho,1,(0.01119), uct,1,(0.01119),,,
2112, rhu,1,(0.01119), udr,1,(0.01119),,,
2113, rie,1,(0.01119), uds,1,(0.01119),,,
2114, riy,1,(0.01119), udu,1,(0.01119),,,
2115, ron,1,(0.01119), uea,1,(0.01119),,,
2116, roq,1,(0.01119), ued,1,(0.01119),,,
2117, roy,1,(0.01119), ueu,1,(0.01119),,,
2118, rua,1,(0.01119), uey,1,(0.01119),,,
2119, rue,1,(0.01119), ufa,1,(0.01119),,,
2120, rup,1,(0.01119), ufi,1,(0.01119),,,
2121, rur,1,(0.01119), ufu,1,(0.01119),,,
2122, ryn,1,(0.01119), ugb,1,(0.01119),,,
2123, ryo,1,(0.01119), ugi,1,(0.01119),,,
2124, sah,1,(0.01119), uhr,1,(0.01119),,,
2125, saj,1,(0.01119), uie,1,(0.01119),,,
2126, sax,1,(0.01119), uju,1,(0.01119),,,
2127, sci,1,(0.01119), ukr,1,(0.01119),,,
2128, seb,1,(0.01119), uku,1,(0.01119),,,
2129, sht,1,(0.01119), ulb,1,(0.01119),,,
2130, shw,1,(0.01119), ulm,1,(0.01119),,,
2131, sia,1,(0.01119), ulv,1,(0.01119),,,
2132, sif,1,(0.01119), umf,1,(0.01119),,,
2133, siv,1,(0.01119), umy,1,(0.01119),,,
2134, sny,1,(0.01119), unj,1,(0.01119),,,
2135, sog,1,(0.01119), unu,1,(0.01119),,,
2136, soi,1,(0.01119), uny,1,(0.01119),,,
2137, soj,1,(0.01119), uod,1,(0.01119),,,
2138, soz,1,(0.01119), uol,1,(0.01119),,,
2139, sua,1,(0.01119), uon,1,(0.01119),,,
2140, sus,1,(0.01119), uoy,1,(0.01119),,,
2141, swu,1,(0.01119), upl,1,(0.01119),,,
2142, syk,1,(0.01119), upr,1,(0.01119),,,
2143, syp,1,(0.01119), uqu,1,(0.01119),,,
2144, sys,1,(0.01119), urq,1,(0.01119),,,
2145, tae,1,(0.01119), usb,1,(0.01119),,,
2146, tah,1,(0.01119), usc,1,(0.01119),,,
2147, taj,1,(0.01119), usp,1,(0.01119),,,
2148, ted,1,(0.01119), usu,1,(0.01119),,,
2149, tef,1,(0.01119), utb,1,(0.01119),,,
2150, tew,1,(0.01119), utd,1,(0.01119),,,
2151, tia,1,(0.01119), utg,1,(0.01119),,,
2152, tib,1,(0.01119), uth,1,(0.01119),,,
2153, tie,1,(0.01119), utl,1,(0.01119),,,
2154, tif,1,(0.01119), uty,1,(0.01119),,,
2155, tiz,1,(0.01119), uxi,1,(0.01119),,,
2156, toe,1,(0.01119), uxo,1,(0.01119),,,
2157, toq,1,(0.01119), uyo,1,(0.01119),,,
2158, tsk,1,(0.01119), uzo,1,(0.01119),,,
2159, tsu,1,(0.01119), vad,1,(0.01119),,,
2160, tuc,1,(0.01119), vai,1,(0.01119),,,
2161, tup,1,(0.01119), val,1,(0.01119),,,
2162, tuq,1,(0.01119), van,1,(0.01119),,,
2163, tux,1,(0.01119), var,1,(0.01119),,,
2164, tuy,1,(0.01119), vat,1,(0.01119),,,
2165, twy,1,(0.01119), vel,1,(0.01119),,,
2166, tyk,1,(0.01119), vga,1,(0.01119),,,
2167, tyt,1,(0.01119), via,1,(0.01119),,,
2168, tza,1,(0.01119), vic,1,(0.01119),,,
2169, udd,1,(0.01119), vil,1,(0.01119),,,
2170, udo,1,(0.01119), vin,1,(0.01119),,,
2171, uhl,1,(0.01119), vio,1,(0.01119),,,
2172, uka,1,(0.01119), vis,1,(0.01119),,,
2173, ulc,1,(0.01119), vit,1,(0.01119),,,
2174, ule,1,(0.01119), vok,1,(0.01119),,,
2175, ulp,1,(0.01119), vor,1,(0.01119),,,
2176, ult,1,(0.01119), vow,1,(0.01119),,,
2177, ulv,1,(0.01119), wab,1,(0.01119),,,
2178, uma,1,(0.01119), wae,1,(0.01119),,,
2179, ump,1,(0.01119), wak,1,(0.01119),,,
2180, ung,1,(0.01119), wal,1,(0.01119),,,
2181, unj,1,(0.01119), wap,1,(0.01119),,,
2182, unz,1,(0.01119), way,1,(0.01119),,,
2183, upe,1,(0.01119), wed,1,(0.01119),,,
2184, upl,1,(0.01119), wei,1,(0.01119),,,
2185, ups,1,(0.01119), wep,1,(0.01119),,,
2186, urp,1,(0.01119), wfu,1,(0.01119),,,
2187, usa,1,(0.01119), wic,1,(0.01119),,,
2188, use,1,(0.01119), wie,1,(0.01119),,,
2189, ush,1,(0.01119), wif,1,(0.01119),,,
2190, usi,1,(0.01119), wim,1,(0.01119),,,
2191, usn,1,(0.01119), wip,1,(0.01119),,,
2192, usq,1,(0.01119), wiv,1,(0.01119),,,
2193, ute,1,(0.01119), wix,1,(0.01119),,,
2194, uti,1,(0.01119), wle,1,(0.01119),,,
2195, utt,1,(0.01119), wob,1,(0.01119),,,
2196, uvu,1,(0.01119), wok,1,(0.01119),,,
2197, vac,1,(0.01119), wol,1,(0.01119),,,
2198, vak,1,(0.01119), wop,1,(0.01119),,,
2199, vet,1,(0.01119), wot,1,(0.01119),,,
2200, vib,1,(0.01119), wou,1,(0.01119),,,
2201, vid,1,(0.01119), wse,1,(0.01119),,,
2202, vim,1,(0.01119), wun,1,(0.01119),,,
2203, vip,1,(0.01119), wye,1,(0.01119),,,
2204, vix,1,(0.01119), xac,1,(0.01119),,,
2205, vou,1,(0.01119), xal,1,(0.01119),,,
2206, vyi,1,(0.01119), xam,1,(0.01119),,,
2207, wah,1,(0.01119), xbo,1,(0.01119),,,
2208, waw,1,(0.01119), xce,1,(0.01119),,,
2209, waz,1,(0.01119), xec,1,(0.01119),,,
2210, wec,1,(0.01119), xel,1,(0.01119),,,
2211, wef,1,(0.01119), xer,1,(0.01119),,,
2212, wek,1,(0.01119), xey,1,(0.01119),,,
2213, wes,1,(0.01119), xis,1,(0.01119),,,
2214, wet,1,(0.01119), xli,1,(0.01119),,,
2215, wie,1,(0.01119), xma,1,(0.01119),,,
2216, wod,1,(0.01119), xme,1,(0.01119),,,
2217, wof,1,(0.01119), xor,1,(0.01119),,,
2218, wok,1,(0.01119), xpa,1,(0.01119),,,
2219, wov,1,(0.01119), xpe,1,(0.01119),,,
2220, wow,1,(0.01119), xpo,1,(0.01119),,,
2221, wru,1,(0.01119), xte,1,(0.01119),,,
2222, wur,1,(0.01119), xtl,1,(0.01119),,,
2223, xeb,1,(0.01119), xto,1,(0.01119),,,
2224, yab,1,(0.01119), xtr,1,(0.01119),,,
2225, yaf,1,(0.01119), xud,1,(0.01119),,,
2226, yah,1,(0.01119), xul,1,(0.01119),,,
2227, yai,1,(0.01119), xur,1,(0.01119),,,
2228, ycl,1,(0.01119), yac,1,(0.01119),,,
2229, yeg,1,(0.01119), yad,1,(0.01119),,,
2230, yes,1,(0.01119), yah,1,(0.01119),,,
2231, yie,1,(0.01119), yak,1,(0.01119),,,
2232, yik,1,(0.01119), yal,1,(0.01119),,,
2233, yil,1,(0.01119), yat,1,(0.01119),,,
2234, yin,1,(0.01119), ycr,1,(0.01119),,,
2235, yip,1,(0.01119), yde,1,(0.01119),,,
2236, yle,1,(0.01119), yee,1,(0.01119),,,
2237, yob,1,(0.01119), yen,1,(0.01119),,,
2238, yoc,1,(0.01119), ygm,1,(0.01119),,,
2239, yom,1,(0.01119), yiy,1,(0.01119),,,
2240, yor,1,(0.01119), ylp,1,(0.01119),,,
2241, yua,1,(0.01119), ylv,1,(0.01119),,,
2242, yug,1,(0.01119), yly,1,(0.01119),,,
2243, yuk,1,(0.01119), ymn,1,(0.01119),,,
2244, yum,1,(0.01119), ymo,1,(0.01119),,,
2245, zai,1,(0.01119), yni,1,(0.01119),,,
2246, zam,1,(0.01119), ynn,1,(0.01119),,,
2247, zan,1,(0.01119), yno,1,(0.01119),,,
2248, zap,1,(0.01119), ynt,1,(0.01119),,,
2249, zar,1,(0.01119), yom,1,(0.01119),,,
2250, zax,1,(0.01119), yot,1,(0.01119),,,
2251, zay,1,(0.01119), yoz,1,(0.01119),,,
2252, zaz,1,(0.01119), ypa,1,(0.01119),,,
2253, zea,1,(0.01119), ypi,1,(0.01119),,,
2254, zei,1,(0.01119), ypp,1,(0.01119),,,
2255, zet,1,(0.01119), yps,1,(0.01119),,,
2256, zib,1,(0.01119), yrl,1,(0.01119),,,
2257, zip,1,(0.01119), yrr,1,(0.01119),,,
2258, zir,1,(0.01119), yti,1,(0.01119),,,
2259, zit,1,(0.01119), yto,1,(0.01119),,,
2260, ziz,1,(0.01119), ywa,1,(0.01119),,,
2261, zom,1,(0.01119), yxe,1,(0.01119),,,
2262, zou,1,(0.01119), zan,1,(0.01119),,,
2263, zow,1,(0.01119), zin,1,(0.01119),,,
2264, zuz,1,(0.01119), zlo,1,(0.01119),,,
2265, zym,1,(0.01119), zoi,1,(0.01119),,,
2266,,,, zol,1,(0.01119),,,
2267,,,, zuk,1,(0.01119),,,
2268,,,, zur,1,(0.01119),,,
